label,description
Chicken pox,"I have no energy and have lost my appetite. I am feeling really sick and dont know what is wrong. Also, there are small red spots starting to show on my skin. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I have had a mild fever for the past few days, and  it is starting to worry me. The fever has been accompanied by a severe headache. I feel weak and lethargic. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I have swollen lymph nodes and red spots all over my body, and they are causing discomfort. I also have a mild fever and feel tired most of the time. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I have been suffering from severe itching all over my body, and  it is driving me insane. I also have a red and irritating rash. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I have seen rashes on my skin, and  it is difficult for me not to scratch. Also,I have had a high fever for several days. I am not sure what  causing it. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I have little red spots all over my body that I dont understand. It worries me. I have lost my appetite and every night, I am exhausted and have a severe headache. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I am feeling really sick and lost my appetite. I have seen little red patches on my arms, neck and face that itch when I touch them. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I have red spots on my arms and legs and itching them makes it difficult for me to sleep at night. I also have severe headaches and a mild fever. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"Enlarged lymph nodes are giving me a great deal of pain. I have rashes all over my body and because of which I cannot sleep all night. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"My skin rash is giving me a lot of pain and discomfort.  it is red and swollen, and it is spreading throughout my body. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I have a high fever and a mild headache. I am tired most of the time and completely lost my appetite. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"My arms and face have small lymph nodes, which are starting to swell. My day has been made really miserable by the constant itching and pain. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"My arms and neck have large lymph nodes, which itch when I touch them. The itching has made my day extremely uncomfortable. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"My skin rash is causing me a great deal of pain. There are also small red spots developing near my neck. Since yesterday, I have had a severe fever, headache and fatigue. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I am starting to develop tiny red spots all over my face and neck area, and it itches when I touch them. The itching is making my day very uncomfortable. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I have lost my appetite completely and cant seem to eat anything. I feel like vomiting and feel exhausted. I noticed rashes on my skin, which is really concerning me. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I have a high fever and a severe headache. I cant seem to eat anything and feel like vomiting. There are also some red spots developing on my arms. I am really worried. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I am worried about these red spots on my skin.  it is spreading rapidly and causing a lot of problems. I also developed a mild fever and headache every night. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I am feeling really nauseous and uneasy. I am not sure what it might be. I have seen rashes on my arms and legs. I have lost my appetite and feel exhausted every day. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I have swollen red lymph nodes on my arms and legs that itch when I touch them. I am also suffering from a terrible headache and a mild fever. I dont feel like eating anything and have lost my appetite. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I am really exhausted and lacking in energy. I can hardly keep my eyes open during the day. I have a mild fever and dont feel like eating anything. I think I have lost my appetite. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I am exhausted and have lost my appetite. I feel vomiting and cant eat anything. In addition, little red spots are beginning to appear on my skin and near the neck. I am really worried about my health. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"There are small red spots all over my body. The spots are itchy and uncomfortable. I also have a mild fever and headache. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I have been suffering from severe itching all over my body, along with a fever and headache. The red spots are starting to swell and it is getting really uncomfortable every day. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I feel tired every day. There are red spots all over my arms and back and it itches if I touch them. I am really worried and not sure what to do. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"The high fever, swollen lymph nodes and headache are causing me a lot of trouble. I dont feel like eating anything and feel weak and fatigued.  it is hard for me to concentrate on my daily life. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I have a high fever and red spots and rashes all over my body. I feel exhausted and have completely lost my appetite, which has made me weak and lethargic. I am really worried. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"I have seen rashes on my arms and neck and it itches if I scratch them. I have also had a high fever for a few days. I have no idea what is causing it. The itching is causing me a lot of discomforts. Symptoms  itching, red rash, red spots, fever, fatigue."
Chicken pox,"There are red swollen spots all over my body. It itches if I touch them. Moreover, I also have a high fever and headache and always feel exhausted. Symptoms  itching, red rash, red spots, fever, fatigue."
Impetigo,"I have developed a skin rash on my face and neck. The rash is made up of red sores that are blistering. I am worried about my health. Symptoms  skin rash, fever, red sores."
Impetigo,"I have developed skin rashes made up of blistering sores. The blistering sores are raised, fluid-filled lesions and they are painful to touch. I am also suffering from a high fever. Symptoms  skin rash, fever, red sores."
Impetigo,"I have a high fever. There are red sores developing near my nose. The sores are painful and have yellow rust-colored ooze coming out from them. Symptoms  skin rash, fever, red sores."
Impetigo,"There are rashes around my nose, with large red sores. I noticed that the rash was spreading to other parts of my body. Also, I have a high fever every night. Symptoms  skin rash, fever, red sores."
